organism,mol_type,strain,serotype,db_xref,accession,country,host,segment,collection_date,isolation_source,isolate,note,lab_host,lat_lon,collection_year,collection_month,collection_day,flu_season
Influenza A virus (A/Ontario/100/2016(H1N1)),viral cRNA,A/Ontario/100/2016,H1N1,taxon:2007555,MF195466.1,Canada: Ontario,Homo sapiens,4,2016-02-26,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,26.0,2015-2016
Influenza A virus (A/Ontario/098/2016(H1N1)),viral cRNA,A/Ontario/098/2016,H1N1,taxon:2007553,MF195464.1,Canada: Ontario,Homo sapiens,4,2016-02-26,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,26.0,2015-2016
Influenza A virus (A/Ontario/095/2016(H1N1)),viral cRNA,A/Ontario/095/2016,H1N1,taxon:2007551,MF195462.1,Canada: Ontario,Homo sapiens,4,2016-02-26,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,26.0,2015-2016
Influenza A virus (A/Ontario/113/2016(H1N1)),viral cRNA,A/Ontario/113/2016,H1N1,taxon:2007568,MF195479.1,Canada: Ontario,Homo sapiens,4,2016-02-25,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,25.0,2015-2016
Influenza A virus (A/Ontario/084/2016(H1N1)),viral cRNA,A/Ontario/084/2016,H1N1,taxon:2007541,MF195453.1,Canada: Ontario,Homo sapiens,4,2016-02-25,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,25.0,2015-2016
Influenza A virus (A/Ontario/090/2016(H1N1)),viral cRNA,A/Ontario/090/2016,H1N1,taxon:2007547,MF195458.1,Canada: Ontario,Homo sapiens,4,2016-02-24,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,24.0,2015-2016
Influenza A virus (A/Ontario/093/2016(H1N1)),viral cRNA,A/Ontario/093/2016,H1N1,taxon:2007550,MF195461.1,Canada: Ontario,Homo sapiens,4,2016-02-24,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,24.0,2015-2016
Influenza A virus (A/Ontario/091/2016(H1N1)),viral cRNA,A/Ontario/091/2016,H1N1,taxon:2007548,MF195459.1,Canada: Ontario,Homo sapiens,4,2016-02-24,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,24.0,2015-2016
Influenza A virus (A/Ontario/086/2016(H3N2)),viral cRNA,A/Ontario/086/2016,H3N2,taxon:2007543,MF195735.1,Canada: Ontario,Homo sapiens,4,2016-02-24,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,24.0,2015-2016
Influenza A virus (A/Ontario/082/2016(H1N1)),viral cRNA,A/Ontario/082/2016,H1N1,taxon:2007539,MF195451.1,Canada: Ontario,Homo sapiens,4,2016-02-24,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,24.0,2015-2016
Influenza A virus (A/Ontario/083/2016(H1N1)),viral cRNA,A/Ontario/083/2016,H1N1,taxon:2007540,MF195452.1,Canada: Ontario,Homo sapiens,4,2016-02-24,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,24.0,2015-2016
Influenza A virus (A/Ontario/085/2016(H1N1)),viral cRNA,A/Ontario/085/2016,H1N1,taxon:2007542,MF195454.1,Canada: Ontario,Homo sapiens,4,2016-02-24,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,24.0,2015-2016
Influenza A virus (A/Ontario/089/2016(H1N1)),viral cRNA,A/Ontario/089/2016,H1N1,taxon:2007546,MF195457.1,Canada: Ontario,Homo sapiens,4,2016-02-23,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,23.0,2015-2016
Influenza A virus (A/Ontario/088/2016(H1N1)),viral cRNA,A/Ontario/088/2016,H1N1,taxon:2007545,MF195456.1,Canada: Ontario,Homo sapiens,4,2016-02-23,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,23.0,2015-2016
Influenza A virus (A/Ontario/075/2016(H1N1)),viral cRNA,A/Ontario/075/2016,H1N1,taxon:2007532,MF195444.1,Canada: Ontario,Homo sapiens,4,2016-02-23,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,23.0,2015-2016
Influenza A virus (A/Ontario/079/2016(H1N1)),viral cRNA,A/Ontario/079/2016,H1N1,taxon:2007536,MF195448.1,Canada: Ontario,Homo sapiens,4,2016-02-23,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,23.0,2015-2016
Influenza A virus (A/Ontario/073/2016(H1N1)),viral cRNA,A/Ontario/073/2016,H1N1,taxon:2007530,MF195442.1,Canada: Ontario,Homo sapiens,4,2016-02-22,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,22.0,2015-2016
Influenza A virus (A/Ontario/066/2016(H1N1)),viral cRNA,A/Ontario/066/2016,H1N1,taxon:2007525,MF195438.1,Canada: Ontario,Homo sapiens,4,2016-02-22,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,22.0,2015-2016
Influenza A virus (A/Ontario/077/2016(H1N1)),viral cRNA,A/Ontario/077/2016,H1N1,taxon:2007534,MF195446.1,Canada: Ontario,Homo sapiens,4,2016-02-22,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,22.0,2015-2016
Influenza A virus (A/Ontario/078/2016(H1N1)),viral cRNA,A/Ontario/078/2016,H1N1,taxon:2007535,MF195447.1,Canada: Ontario,Homo sapiens,4,2016-02-22,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,22.0,2015-2016
Influenza A virus (A/Ontario/063/2016(H1N1)),viral cRNA,A/Ontario/063/2016,H1N1,taxon:2007522,MF195435.1,Canada: Ontario,Homo sapiens,4,2016-02-22,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,22.0,2015-2016
Influenza A virus (A/Ontario/081/2016(H1N1)),viral cRNA,A/Ontario/081/2016,H1N1,taxon:2007538,MF195450.1,Canada: Ontario,Homo sapiens,4,2016-02-22,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,22.0,2015-2016
Influenza A virus (A/Ontario/074/2016(H1N1)),viral cRNA,A/Ontario/074/2016,H1N1,taxon:2007531,MF195443.1,Canada: Ontario,Homo sapiens,4,2016-02-22,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,22.0,2015-2016
Influenza A virus (A/Ontario/092/2016(H1N1)),viral cRNA,A/Ontario/092/2016,H1N1,taxon:2007549,MF195460.1,Canada: Ontario,Homo sapiens,4,2016-02-22,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,22.0,2015-2016
Influenza A virus (A/Ontario/067/2016(H1N1)),viral cRNA,A/Ontario/067/2016,H1N1,taxon:2007526,MF195439.1,Canada: Ontario,Homo sapiens,4,2016-02-21,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,21.0,2015-2016
Influenza A virus (A/Ontario/065/2016(H1N1)),viral cRNA,A/Ontario/065/2016,H1N1,taxon:2007524,MF195437.1,Canada: Ontario,Homo sapiens,4,2016-02-21,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,21.0,2015-2016
Influenza A virus (A/Ontario/087/2016(H1N1)),viral cRNA,A/Ontario/087/2016,H1N1,taxon:2007544,MF195455.1,Canada: Ontario,Homo sapiens,4,2016-02-19,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,19.0,2015-2016
Influenza A virus (A/Ontario/069/2016(H1N1)),viral cRNA,A/Ontario/069/2016,H1N1,taxon:2007528,MF195440.1,Canada: Ontario,Homo sapiens,4,2016-02-19,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,19.0,2015-2016
Influenza A virus (A/Ontario/071/2016(H1N1)),viral cRNA,A/Ontario/071/2016,H1N1,taxon:2007529,MF195441.1,Canada: Ontario,Homo sapiens,4,2016-02-19,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,19.0,2015-2016
Influenza A virus (A/Ontario/080/2016(H1N1)),viral cRNA,A/Ontario/080/2016,H1N1,taxon:2007537,MF195449.1,Canada: Ontario,Homo sapiens,4,2016-02-19,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,19.0,2015-2016
Influenza A virus (A/Ontario/058/2016(H1N1)),viral cRNA,A/Ontario/058/2016,H1N1,taxon:2007517,MF195430.1,Canada: Ontario,Homo sapiens,4,2016-02-18,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,18.0,2015-2016
Influenza A virus (A/Ontario/064/2016(H1N1)),viral cRNA,A/Ontario/064/2016,H1N1,taxon:2007523,MF195436.1,Canada: Ontario,Homo sapiens,4,2016-02-18,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,18.0,2015-2016
Influenza A virus (A/Ontario/068/2016(H3N2)),viral cRNA,A/Ontario/068/2016,H3N2,taxon:2007527,MF195734.1,Canada: Ontario,Homo sapiens,4,2016-02-18,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,18.0,2015-2016
Influenza A virus (A/Ontario/060/2016(H1N1)),viral cRNA,A/Ontario/060/2016,H1N1,taxon:2007519,MF195432.1,Canada: Ontario,Homo sapiens,4,2016-02-18,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,18.0,2015-2016
Influenza A virus (A/Ontario/061/2016(H1N1)),viral cRNA,A/Ontario/061/2016,H1N1,taxon:2007520,MF195433.1,Canada: Ontario,Homo sapiens,4,2016-02-18,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,18.0,2015-2016
Influenza A virus (A/Ontario/062/2016(H1N1)),viral cRNA,A/Ontario/062/2016,H1N1,taxon:2007521,MF195434.1,Canada: Ontario,Homo sapiens,4,2016-02-17,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,17.0,2015-2016
Influenza A virus (A/Ontario/059/2016(H1N1)),viral cRNA,A/Ontario/059/2016,H1N1,taxon:2007518,MF195431.1,Canada: Ontario,Homo sapiens,4,2016-02-17,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,17.0,2015-2016
Influenza A virus (A/Ontario/057/2016(H1N1)),viral cRNA,A/Ontario/057/2016,H1N1,taxon:2007516,MF195429.1,Canada: Ontario,Homo sapiens,4,2016-02-17,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,17.0,2015-2016
Influenza A virus (A/Ontario/055/2016(H1N1)),viral cRNA,A/Ontario/055/2016,H1N1,taxon:2007514,MF195427.1,Canada: Ontario,Homo sapiens,4,2016-02-16,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,16.0,2015-2016
Influenza A virus (A/Ontario/053/2016(H1N1)),viral cRNA,A/Ontario/053/2016,H1N1,taxon:2007512,MF195425.1,Canada: Ontario,Homo sapiens,4,2016-02-16,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,16.0,2015-2016
Influenza A virus (A/Ontario/050/2016(H1N1)),viral cRNA,A/Ontario/050/2016,H1N1,taxon:2007509,MF195423.1,Canada: Ontario,Homo sapiens,4,2016-02-16,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,16.0,2015-2016
Influenza A virus (A/Ontario/056/2016(H1N1)),viral cRNA,A/Ontario/056/2016,H1N1,taxon:2007515,MF195428.1,Canada: Ontario,Homo sapiens,4,2016-02-16,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,16.0,2015-2016
Influenza A virus (A/Ontario/054/2016(H1N1)),viral cRNA,A/Ontario/054/2016,H1N1,taxon:2007513,MF195426.1,Canada: Ontario,Homo sapiens,4,2016-02-15,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,15.0,2015-2016
Influenza A virus (A/Ontario/052/2016(H1N1)),viral cRNA,A/Ontario/052/2016,H1N1,taxon:2007511,MF195424.1,Canada: Ontario,Homo sapiens,4,2016-02-15,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,15.0,2015-2016
Influenza A virus (A/Ontario/051/2016(H3N2)),viral cRNA,A/Ontario/051/2016,H3N2,taxon:2007510,MF195733.1,Canada: Ontario,Homo sapiens,4,2016-02-13,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,13.0,2015-2016
Influenza A virus (A/Ontario/049/2016(H3N2)),viral cRNA,A/Ontario/049/2016,H3N2,taxon:2007508,MF195732.1,Canada: Ontario,Homo sapiens,4,2016-02-11,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,11.0,2015-2016
Influenza A virus (A/Ontario/048/2016(H1N1)),viral cRNA,A/Ontario/048/2016,H1N1,taxon:2007507,MF195422.1,Canada: Ontario,Homo sapiens,4,2016-02-10,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,10.0,2015-2016
Influenza A virus (A/Ontario/076/2016(H1N1)),viral cRNA,A/Ontario/076/2016,H1N1,taxon:2007533,MF195445.1,Canada: Ontario,Homo sapiens,4,2016-02-10,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,10.0,2015-2016
Influenza A virus (A/Ontario/047/2016(H3N2)),viral cRNA,A/Ontario/047/2016,H3N2,taxon:2007506,MF195731.1,Canada: Ontario,Homo sapiens,4,2016-02-09,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,9.0,2015-2016
Influenza A virus (A/Ontario/22/2016(H1N1)),viral cRNA,A/Ontario/22/2016,H1N1,taxon:2012852,MF348063.1,Canada: Ontario,Homo sapiens,4,2016-02-09,NPS,,lineage: swl,,,2016.0,2.0,9.0,2015-2016
Influenza A virus (A/Ontario/23/2016(H1N1)),viral cRNA,A/Ontario/23/2016,H1N1,taxon:2012853,MF348064.1,Canada: Ontario,Homo sapiens,4,2016-02-09,NPS,,lineage: swl,,,2016.0,2.0,9.0,2015-2016
Influenza A virus (A/Ontario/045/2016(H3N2)),viral cRNA,A/Ontario/045/2016,H3N2,taxon:2007505,MF195730.1,Canada: Ontario,Homo sapiens,4,2016-02-09,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,9.0,2015-2016
Influenza A virus (A/Ontario/043/2016(H1N1)),viral cRNA,A/Ontario/043/2016,H1N1,taxon:2007503,MF195420.1,Canada: Ontario,Homo sapiens,4,2016-02-08,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,8.0,2015-2016
Influenza A virus (A/Ontario/041/2016(H1N1)),viral cRNA,A/Ontario/041/2016,H1N1,taxon:2007502,MF195419.1,Canada: Ontario,Homo sapiens,4,2016-02-08,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,8.0,2015-2016
Influenza A virus (A/Ontario/21/2016(H1N1)),viral cRNA,A/Ontario/21/2016,H1N1,taxon:2012851,MF348062.1,Canada: Ontario,Homo sapiens,4,2016-02-08,nasal swab,,lineage: swl,,,2016.0,2.0,8.0,2015-2016
Influenza A virus (A/Ontario/24/2016(H1N1)),viral cRNA,A/Ontario/24/2016,H1N1,taxon:2012854,MF348065.1,Canada: Ontario,Homo sapiens,4,2016-02-08,nasal swab,,lineage: swl,,,2016.0,2.0,8.0,2015-2016
Influenza A virus (A/Ontario/25/2016(H1N1)),viral cRNA,A/Ontario/25/2016,H1N1,taxon:2012855,MF348066.1,Canada: Ontario,Homo sapiens,4,2016-02-08,nasal swab,,lineage: swl,,,2016.0,2.0,8.0,2015-2016
Influenza A virus (A/Ontario/19/2016(H1N1)),viral cRNA,A/Ontario/19/2016,H1N1,taxon:2012849,MF348060.1,Canada: Ontario,Homo sapiens,4,2016-02-07,NPS,,lineage: swl,,,2016.0,2.0,7.0,2015-2016
Influenza A virus (A/Ontario/044/2016(H1N1)),viral cRNA,A/Ontario/044/2016,H1N1,taxon:2007504,MF195421.1,Canada: Ontario,Homo sapiens,4,2016-02-05,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,5.0,2015-2016
Influenza A virus (A/Ontario/20/2016(H1N1)),viral cRNA,A/Ontario/20/2016,H1N1,taxon:2012850,MF348061.1,Canada: Ontario,Homo sapiens,4,2016-02-05,NPS,,lineage: swl,,,2016.0,2.0,5.0,2015-2016
Influenza A virus (A/Ontario/18/2016(H1N1)),viral cRNA,A/Ontario/18/2016,H1N1,taxon:2012848,MF348059.1,Canada: Ontario,Homo sapiens,4,2016-02-04,NPS,,lineage: swl,,,2016.0,2.0,4.0,2015-2016
Influenza A virus (A/Ontario/16/2016(H1N1)),viral cRNA,A/Ontario/16/2016,H1N1,taxon:2012846,MF348057.1,Canada: Ontario,Homo sapiens,4,2016-02-04,nasal swab,,lineage: swl,,,2016.0,2.0,4.0,2015-2016
Influenza A virus (A/Ontario/17/2016(H1N1)),viral cRNA,A/Ontario/17/2016,H1N1,taxon:2012847,MF348058.1,Canada: Ontario,Homo sapiens,4,2016-02-04,NPS,,lineage: swl,,,2016.0,2.0,4.0,2015-2016
Influenza A virus (A/Ontario/15/2016(H1N1)),viral cRNA,A/Ontario/15/2016,H1N1,taxon:2012845,MF348056.1,Canada: Ontario,Homo sapiens,4,2016-02-03,NPS,,lineage: swl,,,2016.0,2.0,3.0,2015-2016
Influenza A virus (A/Ontario/040/2016(H3N2)),viral cRNA,A/Ontario/040/2016,H3N2,taxon:2007501,MF195729.1,Canada: Ontario,Homo sapiens,4,2016-02-03,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,3.0,2015-2016
Influenza A virus (A/Ontario/038/2016(H1N1)),viral cRNA,A/Ontario/038/2016,H1N1,taxon:2007500,MF195418.1,Canada: Ontario,Homo sapiens,4,2016-02-02,nasopharyngeal wash,,passage details: original specimen,,,2016.0,2.0,2.0,2015-2016
Influenza A virus (A/Ontario/12/2016(H1N1)),viral cRNA,A/Ontario/12/2016,H1N1,taxon:2012842,MF348053.1,Canada: Ontario,Homo sapiens,4,2016-02-01,NPS,,lineage: swl,,,2016.0,2.0,1.0,2015-2016
Influenza A virus (A/Ontario/11/2016(H1N1)),viral cRNA,A/Ontario/11/2016,H1N1,taxon:2012841,MF348052.1,Canada: Ontario,Homo sapiens,4,2016-02-01,NPS,,lineage: swl,,,2016.0,2.0,1.0,2015-2016
Influenza A virus (A/Ontario/13/2016(H1N1)),viral cRNA,A/Ontario/13/2016,H1N1,taxon:2012843,MF348054.1,Canada: Ontario,Homo sapiens,4,2016-02-01,NPS,,lineage: swl,,,2016.0,2.0,1.0,2015-2016
Influenza A virus (A/Ontario/14/2016(H1N1)),viral cRNA,A/Ontario/14/2016,H1N1,taxon:2012844,MF348055.1,Canada: Ontario,Homo sapiens,4,2016-02-01,nasal swab,,lineage: swl,,,2016.0,2.0,1.0,2015-2016
Influenza A virus (A/Ontario/10/2016(H1N1)),viral cRNA,A/Ontario/10/2016,H1N1,taxon:2012840,MF348051.1,Canada: Ontario,Homo sapiens,4,2016-01-28,NPS,,lineage: swl,,,2016.0,1.0,28.0,2015-2016
Influenza A virus (A/Ontario/07/2016(H1N1)),viral cRNA,A/Ontario/07/2016,H1N1,taxon:2012837,MF348048.1,Canada: Ontario,Homo sapiens,4,2016-01-27,nasal swab,,lineage: swl,,,2016.0,1.0,27.0,2015-2016
Influenza A virus (A/Ontario/08/2016(H1N1)),viral cRNA,A/Ontario/08/2016,H1N1,taxon:2012838,MF348049.1,Canada: Ontario,Homo sapiens,4,2016-01-27,NPS,,lineage: swl,,,2016.0,1.0,27.0,2015-2016
Influenza A virus (A/Ontario/09/2016(H1N1)),viral cRNA,A/Ontario/09/2016,H1N1,taxon:2012839,MF348050.1,Canada: Ontario,Homo sapiens,4,2016-01-27,nasal swab,,lineage: swl,,,2016.0,1.0,27.0,2015-2016
Influenza A virus (A/Ontario/06/2016(H1N1)),viral cRNA,A/Ontario/06/2016,H1N1,taxon:2012836,MF348047.1,Canada: Ontario,Homo sapiens,4,2016-01-26,NPS,,lineage: swl,,,2016.0,1.0,26.0,2015-2016
Influenza A virus (A/Ontario/05/2016(H1N1)),viral cRNA,A/Ontario/05/2016,H1N1,taxon:2012835,MF348046.1,Canada: Ontario,Homo sapiens,4,2016-01-21,NPS,,lineage: swl,,,2016.0,1.0,21.0,2015-2016
Influenza A virus (A/Ontario/04/2016(H1N1)),viral cRNA,A/Ontario/04/2016,H1N1,taxon:2012834,MF348045.1,Canada: Ontario,Homo sapiens,4,2016-01-21,nasal swab,,lineage: swl,,,2016.0,1.0,21.0,2015-2016
Influenza A virus (A/Ontario/03/2016(H1N1)),viral cRNA,A/Ontario/03/2016,H1N1,taxon:2012833,MF348044.1,Canada: Ontario,Homo sapiens,4,2016-01-20,nasal swab,,lineage: swl,,,2016.0,1.0,20.0,2015-2016
Influenza A virus (A/Ontario/031/2016(H3N2)),viral cRNA,A/Ontario/031/2016,H3N2,taxon:2007499,MF195728.1,Canada: Ontario,Homo sapiens,4,2016-01-18,nasopharyngeal wash,,passage details: original specimen,,,2016.0,1.0,18.0,2015-2016
Influenza A virus (A/Ontario/02/2016(H1N1)),viral cRNA,A/Ontario/02/2016,H1N1,taxon:2012832,MF348043.1,Canada: Ontario,Homo sapiens,4,2016-01-16,nasal swab,,lineage: swl,,,2016.0,1.0,16.0,2015-2016
Influenza A virus (A/Ontario/01/2016(H1N1)),viral cRNA,A/Ontario/01/2016,H1N1,taxon:2012831,MF348042.1,Canada: Ontario,Homo sapiens,4,2016-01-13,NPS,,lineage: swl,,,2016.0,1.0,13.0,2015-2016
Influenza A virus (A/Ontario/030/2016(H1N1)),viral cRNA,A/Ontario/030/2016,H1N1,taxon:2007498,MF195417.1,Canada: Ontario,Homo sapiens,4,2016-01-10,nasopharyngeal wash,,passage details: original specimen,,,2016.0,1.0,10.0,2015-2016
Influenza A virus (A/Ontario/029/2016(H1N1)),viral cRNA,A/Ontario/029/2016,H1N1,taxon:2007497,MF195416.1,Canada: Ontario,Homo sapiens,4,2016-01-07,nasopharyngeal wash,,passage details: original specimen,,,2016.0,1.0,7.0,2015-2016
Influenza A virus (A/Ontario/028/2016(H1N1)),viral cRNA,A/Ontario/028/2016,H1N1,taxon:2007496,MF195415.1,Canada: Ontario,Homo sapiens,4,2016-01-06,nasopharyngeal wash,,passage details: original specimen,,,2016.0,1.0,6.0,2015-2016
Influenza A virus (A/Ontario/027/2016(H1N1)),viral cRNA,A/Ontario/027/2016,H1N1,taxon:2007495,MF195414.1,Canada: Ontario,Homo sapiens,4,2016-01-05,nasopharyngeal wash,,passage details: original specimen,,,2016.0,1.0,5.0,2015-2016
Influenza A virus (A/Ontario/026/2016(H1N1)),viral cRNA,A/Ontario/026/2016,H1N1,taxon:2007494,MF195413.1,Canada: Ontario,Homo sapiens,4,2016-01-04,nasopharyngeal wash,,passage details: original specimen,,,2016.0,1.0,4.0,2015-2016
Influenza A virus (A/Ontario/101/2015(H3N2)),viral cRNA,A/Ontario/101/2015,H3N2,taxon:1804403,KU729355.1,Canada: Ontario,Homo sapiens,4,2015-04-15,nasopharyngeal swab,,passage details: original specimen,,,2015.0,4.0,15.0,2014-2015
Influenza A virus (A/Ontario/100/2015(H3N2)),viral cRNA,A/Ontario/100/2015,H3N2,taxon:1804402,KU729354.1,Canada: Ontario,Homo sapiens,4,2015-04-01,nasopharyngeal swab,,passage details: original specimen,,,2015.0,4.0,1.0,2014-2015
Influenza A virus (A/Ontario/99/2015(H3N2)),viral cRNA,A/Ontario/99/2015,H3N2,taxon:1804506,KU729353.1,Canada: Ontario,Homo sapiens,4,2015-03-26,nasopharyngeal swab,,passage details: original specimen,,,2015.0,3.0,26.0,2014-2015
Influenza A virus (A/Ontario/97/2015(H3N2)),viral cRNA,A/Ontario/97/2015,H3N2,taxon:1804504,KU729458.1,Canada: Ontario,Homo sapiens,4,2015-03-17,nasopharyngeal swab,,passage details: original specimen,,,2015.0,3.0,17.0,2014-2015
Influenza A virus (A/Ontario/98/2015(H3N2)),viral cRNA,A/Ontario/98/2015,H3N2,taxon:1804505,KU729352.1,Canada: Ontario,Homo sapiens,4,2015-03-17,nasopharyngeal swab,,passage details: original specimen,,,2015.0,3.0,17.0,2014-2015
Influenza A virus (A/Ontario/96/2015(H3N2)),viral cRNA,A/Ontario/96/2015,H3N2,taxon:1804503,KU729419.1,Canada: Ontario,Homo sapiens,4,2015-03-10,nasopharyngeal swab,,passage details: original specimen,,,2015.0,3.0,10.0,2014-2015
Influenza A virus (A/Ontario/95/2015(H3N2)),viral cRNA,A/Ontario/95/2015,H3N2,taxon:1804502,KU729413.1,Canada: Ontario,Homo sapiens,4,2015-03-06,nasopharyngeal swab,,passage details: original specimen,,,2015.0,3.0,6.0,2014-2015
Influenza A virus (A/Ontario/94/2015(H3N2)),viral cRNA,A/Ontario/94/2015,H3N2,taxon:1804501,KU729428.1,Canada: Ontario,Homo sapiens,4,2015-03-02,nasopharyngeal swab,,passage details: original specimen,,,2015.0,3.0,2.0,2014-2015
Influenza A virus (A/Ontario/93/2015(H3N2)),viral cRNA,A/Ontario/93/2015,H3N2,taxon:1804500,KU729379.1,Canada: Ontario,Homo sapiens,4,2015-02-28,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,28.0,2014-2015
Influenza A virus (A/Ontario/92/2015(H3N2)),viral cRNA,A/Ontario/92/2015,H3N2,taxon:1804499,KU729442.1,Canada: Ontario,Homo sapiens,4,2015-02-26,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,26.0,2014-2015
Influenza A virus (A/Ontario/88/2015(H3N2)),viral cRNA,A/Ontario/88/2015,H3N2,taxon:1804494,KU729416.1,Canada: Ontario,Homo sapiens,4,2015-02-24,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,24.0,2014-2015
Influenza A virus (A/Ontario/89/2015(H3N2)),viral cRNA,A/Ontario/89/2015,H3N2,taxon:1804495,KU729395.1,Canada: Ontario,Homo sapiens,4,2015-02-24,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,24.0,2014-2015
Influenza A virus (A/Ontario/90/2015(H3N2)),viral cRNA,A/Ontario/90/2015,H3N2,taxon:1804497,KU729396.1,Canada: Ontario,Homo sapiens,4,2015-02-24,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,24.0,2014-2015
Influenza A virus (A/Ontario/87/2015(H3N2)),viral cRNA,A/Ontario/87/2015,H3N2,taxon:1804493,KU729387.1,Canada: Ontario,Homo sapiens,4,2015-02-19,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,19.0,2014-2015
Influenza A virus (A/Ontario/91/2015(H3N2)),viral cRNA,A/Ontario/91/2015,H3N2,taxon:1804498,KU729391.1,Canada: Ontario,Homo sapiens,4,2015-02-18,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,18.0,2014-2015
Influenza A virus (A/Ontario/86/2015(H3N2)),viral cRNA,A/Ontario/86/2015,H3N2,taxon:1804491,KU729427.1,Canada: Ontario,Homo sapiens,4,2015-02-18,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,18.0,2014-2015
Influenza A virus (A/Ontario/85/2015(H3N2)),viral cRNA,A/Ontario/85/2015,H3N2,taxon:1804489,KU729357.1,Canada: Ontario,Homo sapiens,4,2015-02-17,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,17.0,2014-2015
Influenza A virus (A/Ontario/84/2015(H3N2)),viral cRNA,A/Ontario/84/2015,H3N2,taxon:1804487,KU729370.1,Canada: Ontario,Homo sapiens,4,2015-02-12,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,12.0,2014-2015
Influenza A virus (A/Ontario/82/2015(H3N2)),viral cRNA,A/Ontario/82/2015,H3N2,taxon:1804483,KU729441.1,Canada: Ontario,Homo sapiens,4,2015-02-11,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,11.0,2014-2015
Influenza A virus (A/Ontario/83/2015(H3N2)),viral cRNA,A/Ontario/83/2015,H3N2,taxon:1804485,KU729410.1,Canada: Ontario,Homo sapiens,4,2015-02-11,nasopharyngeal swab,,passage details: original specimen,,,2015.0,2.0,11.0,2014-2015
